district,crop,pattam,soil_type,irrigation_type,land_area_acres,temperature,humidity,rainfall_mm,soil_ph,soil_n,soil_p,soil_k,soil_ec,soil_organic_carbon,yield_per_acre,total_production_kg
Coimbatore,Onion,Aadi Pattam (Monsoon Sowing),Laterite Soil,Rainfed,2.9,16.4,55.9,685.0,6.56,70.3,43.2,88.9,0.44,0.88,7440.44,21577.28
Thanjavur,Sunflower,Aadi Pattam (Monsoon Sowing),Clay Soil,Canal Irrigation,3.35,35.1,88.5,608.2,7.79,50.8,60.7,62.8,0.49,0.89,540.85,1811.85
The Nilgiris,Ginger,Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Canal Irrigation,4.07,30.5,64.4,1570.4,5.52,82.9,35.3,61.1,0.72,0.57,11053.03,44985.83
Ariyalur,Cabbage,Aadi Pattam (Monsoon Sowing),Laterite Soil,Drip Irrigation,16.62,15.9,64.7,764.8,5.84,207.9,76.9,137.7,1.14,1.06,15811.8,262792.12
Nagapattinam,Tomato,Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Rainfed,5.29,26.4,56.4,844.6,7.26,185.9,111.9,66.7,1.53,1.08,10214.88,54036.72
Virudhunagar,Amla (Indian Gooseberry),Purattasi Pattam (Autumn),Laterite Soil,Well / Tube Well,14.33,30.8,72.1,509.6,7.15,156.6,97.1,206.2,1.23,0.46,8943.99,128167.38
Tiruchirappalli,Muskmelon,Purattasi Pattam (Autumn),Clay Loam,Well / Tube Well,2.08,32.2,70.0,504.9,7.06,55.8,9.6,72.7,1.28,1.09,11607.56,24143.72
Ariyalur,Tomato,Aadi Pattam (Monsoon Sowing),Sandy Soil,Canal Irrigation,24.05,23.7,70.9,563.1,6.65,133.5,104.7,126.8,0.83,0.84,13908.91,334509.29
Thoothukudi,Drumstick (Moringa),Chithirai Pattam (Summer),Clay Loam,Canal Irrigation,9.44,30.5,58.1,640.1,6.77,72.4,64.7,95.5,1.09,0.9,18255.35,172330.5
Mayiladuthurai,Green Gram,Aadi Pattam (Monsoon Sowing),Red Loam,Well / Tube Well,13.8,24.3,81.2,366.2,7.5,25.2,5.0,6.4,0.78,1.07,361.09,4983.04
Tiruvallur,Sorghum,Navarai / Sornavari (Summer Rice & Pulses),Sandy Loam,Rainfed,24.12,27.9,90.8,547.2,7.89,108.2,44.3,32.6,1.21,1.1,1704.06,41101.93
Kallakurichi,Cauliflower,Samba / Thaladi (Main Rice Season),Clay Soil,Canal Irrigation,24.06,18.6,49.4,657.2,6.18,178.2,72.5,131.6,1.54,0.48,16277.36,391633.28
Chennai,Little Millet,Thai Pattam (Winter / Post-Monsoon),Black Cotton Soil,Well / Tube Well,4.71,29.1,75.5,517.2,6.22,25.3,15.6,48.2,0.91,0.89,753.66,3549.74
Pudukkottai,Coconut,Samba / Thaladi (Main Rice Season),Laterite Soil,Canal Irrigation,5.01,24.4,45.8,1624.5,6.08,700.1,262.7,1156.3,0.96,0.35,11148.64,55854.69
Tiruchirappalli,French Beans,Kar (Early Monsoon),Red Loam,Rainfed,7.73,22.3,79.4,430.3,5.5,45.1,67.3,36.0,1.07,0.54,3263.93,25230.18
Cuddalore,Bottle Gourd,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Sprinkler,15.52,30.7,60.7,595.1,6.96,52.6,25.0,31.1,0.89,1.02,11806.24,183232.84
The Nilgiris,Green Peas,Purattasi Pattam (Autumn),Clay Loam,Canal Irrigation,15.81,13.0,73.4,621.7,7.1,46.4,46.7,75.0,1.37,0.62,4976.21,78673.88
Chengalpattu,Barnyard Millet,Chithirai Pattam (Summer),Laterite Soil,Well / Tube Well,1.29,30.3,71.8,385.0,6.65,48.1,11.8,5.0,0.38,0.58,905.33,1167.88
Namakkal,Cabbage,Navarai / Sornavari (Summer Rice & Pulses),Sandy Loam,Canal Irrigation,11.02,19.7,72.4,556.9,5.87,272.4,132.8,140.6,0.48,0.87,19741.26,217548.69
Mayiladuthurai,Paddy,Thai Pattam (Winter / Post-Monsoon),Red Loam,Sprinkler,3.8,26.8,66.6,1042.8,6.11,96.0,32.3,56.2,0.59,0.38,2441.7,9278.46
Tiruvannamalai,Cucumber,Aadi Pattam (Monsoon Sowing),Red Loam,Canal Irrigation,16.91,29.4,70.8,579.9,7.8,60.3,20.5,41.5,1.29,1.01,6503.26,109970.13
Perambalur,Green Peas,Aadi Pattam (Monsoon Sowing),Clay Soil,Drip Irrigation,20.27,11.3,73.4,354.4,7.06,29.5,74.6,57.1,1.12,1.09,3476.32,70465.01
Viluppuram,Guava,Aadi Pattam (Monsoon Sowing),Red Loam,Rainfed,3.24,30.3,87.6,881.0,6.74,399.4,117.0,248.8,0.86,0.65,9632.23,31208.43
Thoothukudi,Little Millet,Kar (Early Monsoon),Sandy Soil,Rainfed,9.94,26.2,62.4,800.8,6.88,37.6,24.7,16.4,1.09,0.9,489.16,4862.25
Ariyalur,Cotton,Aadi Pattam (Monsoon Sowing),Black Cotton Soil,Well / Tube Well,6.73,32.2,98.0,663.4,7.81,113.2,49.5,62.3,0.65,0.54,1236.47,8321.44
Thanjavur,Maize,Chithirai Pattam (Summer),Sandy Soil,Sprinkler,6.97,32.7,66.9,701.8,7.22,122.9,46.2,56.7,0.94,0.37,2672.68,18628.58
Pudukkottai,Cabbage,Purattasi Pattam (Autumn),Laterite Soil,Rainfed,1.17,20.4,62.5,472.8,5.11,105.7,117.9,149.0,0.73,0.84,8504.84,9950.66
Theni,Chilli,Purattasi Pattam (Autumn),Sandy Loam,Rainfed,23.66,25.4,80.9,753.1,7.44,124.6,56.1,23.9,1.53,0.48,5262.19,124503.42
Virudhunagar,Paddy,Aadi Pattam (Monsoon Sowing),Alluvial,Well / Tube Well,3.42,36.3,70.1,1354.8,6.64,99.3,45.5,53.7,0.21,0.96,3292.21,11259.36
Theni,Pumpkin,Samba / Thaladi (Main Rice Season),Sandy Soil,Well / Tube Well,18.4,31.5,74.2,765.4,6.3,45.6,38.9,55.9,1.44,0.44,10743.77,197685.37
Karur,Cashew,Navarai / Sornavari (Summer Rice & Pulses),Laterite Soil,Drip Irrigation,4.42,29.0,76.0,1569.0,5.59,165.1,120.1,107.7,0.59,0.47,1593.48,7043.18
Vellore,Bitter Gourd,Chithirai Pattam (Summer),Laterite Soil,Rainfed,21.02,26.9,64.4,659.2,6.85,78.6,26.3,9.4,0.51,0.69,5657.1,118912.24
Ramanathapuram,Cardamom,Aadi Pattam (Monsoon Sowing),Laterite Soil,Drip Irrigation,18.63,19.6,79.8,2514.2,5.65,116.3,70.6,177.7,1.73,0.99,432.94,8065.67
Tiruppur,Cotton,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Drip Irrigation,18.78,34.9,87.3,863.3,8.0,117.0,42.4,44.9,1.28,0.8,1032.17,19384.15
Dindigul,Sorghum,Chithirai Pattam (Summer),Clay Loam,Drip Irrigation,19.52,27.8,67.4,576.1,7.15,72.2,25.1,49.6,1.51,0.59,1787.11,34884.39
Thoothukudi,Bottle Gourd,Kar (Early Monsoon),Sandy Loam,Sprinkler,11.41,24.5,86.5,536.0,7.27,31.4,29.4,66.4,1.07,0.75,11494.43,131151.45
Chennai,Ginger,Aadi Pattam (Monsoon Sowing),Clay Loam,Sprinkler,7.27,24.1,79.8,1731.1,6.57,70.1,58.3,87.4,1.14,1.08,9250.86,67253.75
Namakkal,Maize,Purattasi Pattam (Autumn),Red Loam,Rainfed,12.04,25.1,92.5,797.6,7.7,136.0,60.5,34.3,1.54,0.67,2041.49,24579.54
Ramanathapuram,Pomegranate,Kar (Early Monsoon),Sandy Loam,Canal Irrigation,15.42,24.2,76.4,586.8,7.43,136.8,174.1,222.8,1.63,0.63,7420.95,114431.05
Salem,Snake Gourd,Navarai / Sornavari (Summer Rice & Pulses),Alluvial,Drip Irrigation,15.11,24.7,57.2,570.6,6.11,23.0,41.3,45.8,0.49,0.59,10105.77,152698.18
Sivaganga,Papaya,Samba / Thaladi (Main Rice Season),Sandy Soil,Sprinkler,8.37,29.7,53.6,1340.4,6.46,222.4,174.8,251.5,0.99,0.81,39522.71,330805.08
Dharmapuri,Amla (Indian Gooseberry),Chithirai Pattam (Summer),Black Cotton Soil,Sprinkler,24.74,27.2,78.5,523.6,7.89,114.6,166.0,175.1,1.48,0.52,7953.36,196766.13
Ramanathapuram,Watermelon,Kar (Early Monsoon),Laterite Soil,Sprinkler,10.59,37.7,81.0,453.8,6.2,37.2,60.2,67.7,0.43,1.01,17711.15,187561.08
Dindigul,Sugarcane,Chithirai Pattam (Summer),Sandy Soil,Well / Tube Well,13.96,33.0,77.9,1536.7,7.55,186.0,89.6,147.7,1.77,0.99,60672.05,846981.82
Viluppuram,Okra (Bhendi),Thai Pattam (Winter / Post-Monsoon),Red Loam,Well / Tube Well,22.02,29.7,85.0,622.3,6.12,152.0,38.3,58.5,1.25,1.07,9567.75,210681.85
Erode,Red Gram,Kar (Early Monsoon),Black Cotton Soil,Canal Irrigation,9.78,26.8,62.0,711.2,6.85,26.7,48.3,12.3,1.03,0.93,815.81,7978.62
Ariyalur,Pearl Millet,Samba / Thaladi (Main Rice Season),Black Cotton Soil,Drip Irrigation,11.73,34.5,65.0,354.3,7.65,84.9,29.5,39.4,1.29,0.4,1520.6,17836.64
Tiruvallur,Bitter Gourd,Navarai / Sornavari (Summer Rice & Pulses),Black Cotton Soil,Well / Tube Well,17.33,32.5,61.3,559.4,6.19,50.3,44.1,54.9,1.67,0.56,7370.59,127732.32
Erode,Kodo Millet,Navarai / Sornavari (Summer Rice & Pulses),Black Cotton Soil,Rainfed,15.31,28.7,76.0,331.4,6.72,40.6,13.6,25.1,1.22,0.78,558.17,8545.58
Kallakurichi,Drumstick (Moringa),Thai Pattam (Winter / Post-Monsoon),Clay Loam,Drip Irrigation,17.55,31.7,61.8,548.4,6.31,94.3,46.8,77.2,1.7,1.03,15541.3,272749.82
Nagapattinam,Amla (Indian Gooseberry),Aadi Pattam (Monsoon Sowing),Clay Soil,Rainfed,22.11,22.7,63.5,686.2,7.88,182.2,123.1,162.4,1.28,1.01,8013.96,177188.66
Tiruvallur,Black Gram,Purattasi Pattam (Autumn),Sandy Soil,Rainfed,16.47,27.7,69.8,708.5,7.4,23.4,52.5,5.0,1.07,0.93,335.78,5530.3
Kanniyakumari,Guava,Samba / Thaladi (Main Rice Season),Clay Soil,Sprinkler,17.57,26.6,44.7,968.4,7.03,365.1,168.0,288.4,0.28,1.03,10970.42,192750.28
Ariyalur,Carrot,Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Sprinkler,6.31,15.4,75.5,766.0,6.46,34.2,64.5,152.8,1.14,0.81,11267.61,71098.62
Ramanathapuram,French Beans,Kar (Early Monsoon),Alluvial,Drip Irrigation,11.83,25.4,64.0,593.8,6.27,34.9,74.3,9.7,1.64,0.84,4471.75,52900.8
Ramanathapuram,Drumstick (Moringa),Purattasi Pattam (Autumn),Clay Loam,Well / Tube Well,11.57,37.8,66.0,523.3,6.95,93.5,55.1,98.0,1.13,0.97,16697.4,193188.92
Thoothukudi,Cucumber,Aadi Pattam (Monsoon Sowing),Sandy Soil,Drip Irrigation,7.48,29.0,76.0,120.9,6.05,45.9,35.6,5.0,0.57,0.93,5223.01,39068.11
Sivaganga,Cashew,Samba / Thaladi (Main Rice Season),Clay Loam,Sprinkler,1.26,28.6,57.2,1574.4,4.93,198.6,114.7,116.8,1.48,0.54,920.57,1159.92
Virudhunagar,Banana,Navarai / Sornavari (Summer Rice & Pulses),Black Cotton Soil,Rainfed,13.14,20.8,74.2,1662.5,7.21,278.6,45.3,253.9,1.73,0.83,27360.78,359520.65
Viluppuram,Drumstick (Moringa),Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Sprinkler,20.4,30.7,77.2,633.9,7.57,74.6,64.7,88.8,1.33,0.78,15031.21,306636.68
Tenkasi,Black Pepper,Samba / Thaladi (Main Rice Season),Laterite Soil,Sprinkler,12.93,22.7,59.5,2324.0,6.15,104.0,43.8,176.0,0.56,0.85,1474.58,19066.32
Theni,Banana,Navarai / Sornavari (Summer Rice & Pulses),Clay Loam,Sprinkler,12.19,26.7,66.4,1690.1,7.14,268.2,42.4,282.8,0.7,0.97,30067.91,366527.82
Chennai,Cotton,Thai Pattam (Winter / Post-Monsoon),Black Cotton Soil,Well / Tube Well,24.9,28.0,60.9,775.9,6.74,125.9,76.7,58.4,1.24,0.42,1430.06,35608.49
Tirunelveli,Bottle Gourd,Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Well / Tube Well,22.06,28.4,36.6,509.3,6.71,56.5,38.8,73.9,1.3,0.99,16170.17,356713.95
Chengalpattu,Sugarcane,Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Sprinkler,12.94,32.3,87.5,1445.9,7.82,249.8,76.1,129.5,0.55,0.79,60864.29,787583.91
Madurai,Black Gram,Aadi Pattam (Monsoon Sowing),Laterite Soil,Drip Irrigation,0.83,30.0,62.1,460.5,7.55,13.0,12.5,47.4,1.65,0.66,500.08,415.07
Salem,Radish,Aadi Pattam (Monsoon Sowing),Laterite Soil,Well / Tube Well,18.34,22.6,47.5,318.3,6.46,54.5,21.3,62.5,0.56,0.92,7569.55,138825.55
The Nilgiris,Foxtail Millet,Purattasi Pattam (Autumn),Black Cotton Soil,Canal Irrigation,11.74,27.2,63.5,509.4,6.6,33.6,15.9,38.9,0.7,0.85,915.25,10745.03
Erode,Banana,Purattasi Pattam (Autumn),Clay Soil,Canal Irrigation,6.93,27.3,65.6,1626.1,7.72,128.9,73.6,302.5,1.3,0.49,19828.02,137408.18
Kanniyakumari,Foxtail Millet,Purattasi Pattam (Autumn),Clay Soil,Sprinkler,2.33,32.3,84.6,176.9,7.59,50.9,9.5,49.1,0.88,0.81,530.46,1235.97
Chennai,Jasmine (Mullai / Madurai Malli),Samba / Thaladi (Main Rice Season),Black Cotton Soil,Drip Irrigation,8.19,34.4,80.2,731.0,7.81,120.9,152.8,260.7,0.75,0.69,2899.51,23746.99
Kancheepuram,Sorghum,Chithirai Pattam (Summer),Red Loam,Sprinkler,3.28,30.5,79.8,382.1,6.9,98.9,62.5,5.0,0.6,0.5,1497.32,4911.21
Namakkal,Cotton,Kar (Early Monsoon),Laterite Soil,Rainfed,7.22,29.3,74.2,728.3,7.15,84.7,33.2,90.8,0.95,0.64,960.95,6938.06
Karur,Guava,Chithirai Pattam (Summer),Black Cotton Soil,Rainfed,2.78,28.5,54.1,841.8,7.54,270.5,141.1,257.5,1.22,0.71,9220.03,25631.68
Ariyalur,Muskmelon,Kar (Early Monsoon),Sandy Soil,Drip Irrigation,1.23,34.7,77.1,605.1,6.58,50.7,41.8,82.0,1.38,0.43,11620.06,14292.67
Karur,Black Gram,Kar (Early Monsoon),Sandy Loam,Rainfed,16.4,27.8,69.6,445.6,7.33,24.1,45.1,56.7,1.25,0.82,542.26,8893.06
Thanjavur,Tapioca (Cassava),Purattasi Pattam (Autumn),Alluvial,Sprinkler,14.16,25.7,71.0,968.0,7.6,37.8,46.1,160.1,0.76,0.85,10492.5,148573.8
Tenkasi,Gingelly (Sesame),Purattasi Pattam (Autumn),Laterite Soil,Drip Irrigation,14.73,33.1,56.6,675.1,6.76,30.8,14.3,62.2,0.28,1.08,278.12,4096.71
Salem,Cowpea,Thai Pattam (Winter / Post-Monsoon),Red Loam,Sprinkler,12.71,25.4,79.1,521.7,6.8,20.1,55.1,45.3,1.43,0.8,645.46,8203.8
Ramanathapuram,Bottle Gourd,Kar (Early Monsoon),Black Cotton Soil,Canal Irrigation,16.33,27.2,65.8,721.9,7.47,40.5,24.1,7.4,0.98,0.99,9913.34,161884.84
Viluppuram,Bengal Gram,Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Drip Irrigation,17.12,21.5,69.2,265.9,7.75,12.7,34.8,34.2,0.86,0.37,514.45,8807.38
Kanniyakumari,Red Gram,Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Canal Irrigation,23.73,26.4,89.5,855.6,7.45,23.9,43.7,47.8,0.88,1.05,924.63,21941.47
Krishnagiri,Maize,Navarai / Sornavari (Summer Rice & Pulses),Sandy Loam,Canal Irrigation,2.02,22.5,60.7,759.3,6.36,144.2,81.1,67.7,0.91,1.06,4551.79,9194.62
Chengalpattu,Bottle Gourd,Thai Pattam (Winter / Post-Monsoon),Clay Loam,Sprinkler,19.44,29.2,66.6,656.1,7.03,41.8,34.9,51.4,0.26,0.83,12628.07,245489.68
Chengalpattu,Tomato,Navarai / Sornavari (Summer Rice & Pulses),Clay Loam,Drip Irrigation,17.12,27.6,82.1,855.8,5.48,182.0,149.4,84.5,0.48,0.39,13256.11,226944.6
Mayiladuthurai,Radish,Purattasi Pattam (Autumn),Alluvial,Rainfed,1.31,27.0,60.0,363.8,6.83,40.0,30.5,20.2,0.9,0.71,7311.93,9578.63
Erode,Green Gram,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Well / Tube Well,14.01,30.5,82.0,724.7,6.61,17.1,60.5,8.7,0.51,0.53,357.83,5013.2
Nagapattinam,Bottle Gourd,Samba / Thaladi (Main Rice Season),Clay Loam,Rainfed,4.36,24.3,60.2,681.5,6.73,49.8,31.4,46.5,1.67,0.94,12493.87,54473.27
Kancheepuram,French Beans,Chithirai Pattam (Summer),Red Loam,Drip Irrigation,6.0,17.9,69.2,426.9,6.08,41.1,76.2,71.4,0.97,0.47,4833.54,29001.24
Chennai,Coriander,Kar (Early Monsoon),Red Loam,Rainfed,3.59,16.1,79.5,381.7,7.97,23.9,53.8,5.0,0.43,0.52,410.99,1475.45
Tiruchirappalli,Tomato,Navarai / Sornavari (Summer Rice & Pulses),Alluvial,Canal Irrigation,11.62,24.0,62.4,987.5,6.36,145.0,61.6,55.9,0.29,0.56,13111.45,152355.05
Ranipet,Cauliflower,Thai Pattam (Winter / Post-Monsoon),Clay Soil,Canal Irrigation,22.32,22.0,53.0,722.9,6.72,112.9,110.2,153.3,1.69,0.4,16104.26,359447.08
Kancheepuram,Bengal Gram,Aadi Pattam (Monsoon Sowing),Red Loam,Well / Tube Well,24.53,26.6,65.4,407.0,7.53,13.3,36.0,12.1,0.47,1.08,516.41,12667.54
Coimbatore,Cauliflower,Purattasi Pattam (Autumn),Alluvial,Sprinkler,17.74,19.4,54.3,472.4,7.01,74.7,115.4,115.7,0.79,0.78,7011.41,124382.41
Perambalur,Foxtail Millet,Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Well / Tube Well,21.19,34.5,75.5,409.3,6.78,38.9,18.8,47.5,0.87,0.87,1079.72,22879.27
Thoothukudi,Maize,Kar (Early Monsoon),Alluvial,Sprinkler,4.31,22.5,70.3,658.9,5.93,149.6,45.1,75.7,1.2,1.04,2086.87,8994.41
Krishnagiri,Banana,Purattasi Pattam (Autumn),Clay Soil,Canal Irrigation,11.6,33.2,57.6,1659.4,6.87,227.8,61.1,293.1,0.95,0.54,30810.76,357404.82
Vellore,Chilli,Samba / Thaladi (Main Rice Season),Alluvial,Well / Tube Well,11.32,22.3,79.8,784.4,7.25,125.0,74.5,107.8,1.5,0.87,8273.66,93657.83
Theni,Sunflower,Purattasi Pattam (Autumn),Clay Soil,Sprinkler,11.72,30.7,79.6,503.2,7.46,69.8,118.4,69.0,1.59,1.1,994.97,11661.05
Kancheepuram,Barnyard Millet,Samba / Thaladi (Main Rice Season),Clay Soil,Canal Irrigation,13.87,23.3,70.6,364.4,6.62,42.4,24.8,51.6,0.45,0.74,1300.43,18036.96
Kallakurichi,Papaya,Samba / Thaladi (Main Rice Season),Sandy Loam,Sprinkler,17.33,25.0,95.0,1446.0,6.64,185.2,226.8,264.9,0.31,0.83,38327.23,664210.9
Namakkal,Turmeric,Chithirai Pattam (Summer),Clay Soil,Well / Tube Well,0.53,32.3,83.9,1346.3,6.85,165.4,78.1,173.0,0.51,0.72,15091.79,7998.65
Tiruvannamalai,Pumpkin,Thai Pattam (Winter / Post-Monsoon),Red Loam,Drip Irrigation,9.99,36.1,57.8,779.2,6.86,56.0,75.8,81.3,1.35,0.76,11276.84,112655.63
Madurai,Paddy,Chithirai Pattam (Summer),Sandy Soil,Sprinkler,7.99,26.3,51.6,1332.2,5.78,108.1,68.9,25.2,0.96,1.0,2708.37,21639.88
Tenkasi,Cashew,Navarai / Sornavari (Summer Rice & Pulses),Clay Loam,Canal Irrigation,11.92,33.2,94.6,1501.6,5.75,177.9,72.6,90.8,1.04,1.02,1185.18,14127.35
Krishnagiri,Jasmine (Mullai / Madurai Malli),Kar (Early Monsoon),Alluvial,Canal Irrigation,14.14,22.7,68.6,1135.6,8.17,94.8,214.3,220.6,0.78,1.09,2533.36,35821.71
Perambalur,Bottle Gourd,Chithirai Pattam (Summer),Sandy Soil,Well / Tube Well,2.58,31.1,78.5,668.0,7.35,63.8,22.4,16.9,1.17,1.08,11773.01,30374.37
Namakkal,Cauliflower,Samba / Thaladi (Main Rice Season),Red Loam,Rainfed,11.28,31.5,69.3,742.7,6.8,127.4,106.6,148.9,1.69,0.44,8504.38,95929.41
Tiruvallur,Paddy,Kar (Early Monsoon),Sandy Soil,Sprinkler,21.87,26.4,64.2,1190.7,5.89,102.9,32.6,19.1,0.36,0.48,1997.85,43692.98
Tirunelveli,Onion,Navarai / Sornavari (Summer Rice & Pulses),Clay Loam,Well / Tube Well,12.05,26.8,49.6,803.7,7.41,43.1,71.2,66.5,0.66,0.56,4308.51,51917.55
Thoothukudi,Horse Gram,Samba / Thaladi (Main Rice Season),Laterite Soil,Sprinkler,15.13,22.9,58.4,182.5,6.69,29.8,29.7,27.5,0.92,0.46,316.29,4785.47
Theni,Castor,Chithirai Pattam (Summer),Red Loam,Drip Irrigation,24.37,28.9,86.0,268.3,6.76,55.3,28.3,34.8,0.35,1.04,773.03,18838.74
Ariyalur,Carrot,Chithirai Pattam (Summer),Clay Soil,Well / Tube Well,20.47,17.5,58.5,670.1,6.26,37.3,40.8,121.3,0.99,0.9,12821.98,262465.93
Krishnagiri,Maize,Chithirai Pattam (Summer),Laterite Soil,Well / Tube Well,4.14,22.1,64.2,697.4,7.38,155.1,64.9,41.4,1.26,0.77,3118.95,12912.45
Nagapattinam,Green Gram,Navarai / Sornavari (Summer Rice & Pulses),Sandy Loam,Well / Tube Well,2.51,32.2,72.5,567.4,6.58,24.1,59.9,49.6,1.78,0.48,648.24,1627.08
Tirupathur,Jasmine (Mullai / Madurai Malli),Purattasi Pattam (Autumn),Clay Soil,Drip Irrigation,16.39,26.8,70.4,733.2,7.4,111.6,200.2,231.6,1.28,0.84,4257.03,69772.72
Salem,Drumstick (Moringa),Navarai / Sornavari (Summer Rice & Pulses),Black Cotton Soil,Rainfed,10.85,34.2,71.8,687.7,6.99,58.0,36.7,60.8,1.15,0.91,9279.44,100681.92
Ramanathapuram,Cardamom,Purattasi Pattam (Autumn),Sandy Loam,Drip Irrigation,4.21,16.9,67.7,2637.8,5.22,84.3,71.5,155.4,1.26,0.86,402.99,1696.59
Namakkal,Mango,Navarai / Sornavari (Summer Rice & Pulses),Sandy Loam,Well / Tube Well,7.39,32.4,87.3,1035.8,6.4,390.5,229.7,420.3,0.85,0.43,7927.29,58582.67
Mayiladuthurai,Guava,Thai Pattam (Winter / Post-Monsoon),Alluvial,Well / Tube Well,23.56,32.7,67.2,979.4,7.01,241.6,205.7,215.3,1.46,0.99,10493.9,247236.28
Madurai,Barnyard Millet,Aadi Pattam (Monsoon Sowing),Clay Soil,Rainfed,19.3,26.2,63.1,300.1,7.31,37.0,22.1,5.0,1.59,0.94,789.01,15227.89
The Nilgiris,Papaya,Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Sprinkler,13.57,31.3,70.7,1600.2,6.36,224.8,70.1,255.7,1.39,1.03,32672.93,443371.66
Ariyalur,Guava,Kar (Early Monsoon),Laterite Soil,Drip Irrigation,12.66,29.3,60.5,636.9,7.23,202.4,135.9,272.6,0.34,0.95,10133.17,128285.93
Chennai,Cotton,Kar (Early Monsoon),Laterite Soil,Rainfed,7.81,26.7,71.0,862.8,7.63,93.2,21.8,37.3,1.36,0.74,743.74,5808.61
Perambalur,Barnyard Millet,Purattasi Pattam (Autumn),Red Loam,Rainfed,1.93,24.9,69.4,299.0,6.9,50.8,24.2,7.6,1.73,0.95,821.12,1584.76
The Nilgiris,Brinjal,Aadi Pattam (Monsoon Sowing),Alluvial,Well / Tube Well,17.01,33.0,84.2,584.8,6.3,107.3,55.2,34.7,0.91,0.55,12640.86,215021.03
Viluppuram,Maize,Samba / Thaladi (Main Rice Season),Sandy Soil,Canal Irrigation,4.98,25.4,72.3,453.3,6.67,170.8,79.3,59.2,0.8,0.53,3201.88,15945.36
Tiruchirappalli,Black Gram,Navarai / Sornavari (Summer Rice & Pulses),Clay Loam,Well / Tube Well,22.58,31.0,63.6,765.0,6.84,30.5,38.4,34.8,0.34,1.07,504.86,11399.74
Tiruvannamalai,Snake Gourd,Purattasi Pattam (Autumn),Clay Loam,Rainfed,6.63,28.6,82.8,942.5,6.96,68.0,33.1,46.5,1.28,1.02,6226.87,41284.15
Vellore,French Beans,Navarai / Sornavari (Summer Rice & Pulses),Laterite Soil,Rainfed,5.95,21.2,63.2,661.4,6.27,43.4,88.2,5.0,0.47,0.53,4585.27,27282.36
Viluppuram,Grapes,Thai Pattam (Winter / Post-Monsoon),Clay Loam,Rainfed,16.82,20.4,72.9,521.9,7.24,303.9,161.1,299.0,0.28,0.84,19441.5,327006.03
Madurai,Muskmelon,Navarai / Sornavari (Summer Rice & Pulses),Alluvial,Rainfed,0.7,36.6,65.8,740.9,6.99,49.1,29.3,97.0,1.41,1.01,7283.13,5098.19
Theni,Black Gram,Purattasi Pattam (Autumn),Sandy Loam,Drip Irrigation,15.6,22.3,82.4,588.1,7.25,28.1,59.4,27.8,1.72,0.85,455.3,7102.68
Ariyalur,Foxtail Millet,Purattasi Pattam (Autumn),Laterite Soil,Drip Irrigation,13.89,30.9,69.4,190.0,6.04,39.6,17.5,55.9,0.46,0.78,824.35,11450.22
Tirupathur,Drumstick (Moringa),Kar (Early Monsoon),Clay Loam,Rainfed,3.95,31.7,80.6,577.0,6.28,58.2,66.1,64.1,0.3,0.92,10920.23,43134.91
Tirupathur,Castor,Navarai / Sornavari (Summer Rice & Pulses),Alluvial,Rainfed,18.36,34.1,76.5,629.2,6.79,63.7,39.4,68.7,0.65,0.58,784.62,14405.62
Pudukkottai,Paddy,Aadi Pattam (Monsoon Sowing),Black Cotton Soil,Sprinkler,23.98,29.4,52.8,1152.1,6.73,137.6,45.6,65.3,0.97,0.76,3225.89,77356.84
Tirupathur,Gingelly (Sesame),Kar (Early Monsoon),Sandy Loam,Well / Tube Well,6.93,34.5,55.3,344.1,6.79,42.3,16.3,49.2,0.33,0.49,371.0,2571.03
Tiruvarur,Banana,Chithirai Pattam (Summer),Alluvial,Drip Irrigation,20.11,25.6,36.7,1530.4,7.16,191.1,32.5,287.1,1.19,1.02,25782.44,518484.87
Tiruchirappalli,Black Pepper,Kar (Early Monsoon),Sandy Soil,Rainfed,23.03,22.2,63.2,2226.2,5.49,85.1,33.8,121.2,1.03,0.81,979.76,22563.87
Tiruvarur,Radish,Samba / Thaladi (Main Rice Season),Clay Soil,Sprinkler,8.6,21.2,55.1,398.2,7.09,65.4,25.0,41.7,0.65,0.73,9167.0,78836.2
Tiruchirappalli,Jasmine (Mullai / Madurai Malli),Kar (Early Monsoon),Alluvial,Well / Tube Well,6.27,32.7,66.0,1108.6,6.77,130.2,247.7,227.5,0.21,1.04,4269.96,26772.65
Virudhunagar,Foxtail Millet,Navarai / Sornavari (Summer Rice & Pulses),Black Cotton Soil,Sprinkler,24.87,32.3,98.0,330.7,6.06,31.5,21.2,86.2,1.67,0.87,785.23,19528.67
